5-hydroxytryptamin	or_5-ht
schwester	sister/n/woman_or_girl_having_the_same_parents
schwesterlich	sisterly/a/of_or_charasteristic_of_a_sister_or_sisters
schwiegersohn	son-in-law
schwimmen	float
schwimmer	float
schwindel	dizziness/n/state_of_being_dizzy
schwindler	swindler/n/person_who_swindles,_cheats_or_defrauds
schwingen	brandish/v/to_move_a_weapon
schwul	queer
schwungvoll	racily/r/in_a_racy_manner
scrabble	scrabble/n/board_game_with_interlocking_words
sechsundachtzig	eighty-six/n/cardinal_number_86
sechsundsiebzig	seventy-six
seekiefer	maritime_pine/n/a_pine_tree
seestern	starfish
seetaucher	loon
segel	sail/n/a_piece_of_fabric_attached_to_a_boat
segeln	sail
sehnsüchtig	wishfully
seil	rope/n/thick,_strong_string
sein	be/v/used_to_indicate_that_the_subject_plays_the_role_of_the_predicate_nominative
sein	there_be
seismologisch	seismologic/a/relating_to_the_field_of_seismology
seismologisch	seismologic
seit	for
sekretär	secretary/n/person_keeping_records_and_handling_clerical_work
sekt	sparkle_wine
sekunde	interval_of_1_or_2_halftone
selbe	same/a/not_different_as_regards_self
selbstachtung	self-respect/n/knowledge_of_one's_own_worth
selbstlaut	vowel
selbstmordattentäter	suicide_bomber/n/one_who_carries_explosives
selbstvertrauen	confidence/n/self-assurance
selenologe	selenologist
selten	rare
seltene_erden	rare_earth/n/naturally_occurring_oxides_of_the_lanthanide_metals
semiotik	semiotics/n/study_of_signs
senat	senate/n/legislative_body
senden	broadcast
sender	transmitter/n/something_that_transmits_something
seneca	seneca/n/amerind_people
senegal	country
senfgas	mustard_gas/n/vesicant_gas
senke	valley/n/elongated_depression_between_hills_or_mountains
sepoy	sepoy/n/a_native_soldier_of_the_east_indies
septillion	tredecillion/n/10<sup>42</sup>
septime	interval_of_10_or_11_halftone
serbien	serbia/n/a_country_in_southeastern_europe
serbisch	serbian/a/pertaining_to_the_serbian_language
sergei	sergey/n/transliteration_of_{{term|сергей|lang=ru|sc=cyrl}}
sessel	chair
sexen	sex/v/to_determine_the_sex_of
sexspielzeug	sex_toy/n/sex_aid
sezieren	dissect
shareware	shareware/n/type_of_software
sibirische_groppe	alpine_bullhead/n/a_species_of_fish_in_the_cottidae_family
sichel	sickle/n/agricultural_implement
sicher	secure
sich_im_kreis_drehen	go_round_in_circle/v/to_repeatedly_do_the_same_thing
sich_spreizen	put_on_air/v/become_haughty,_assume_a_haughty_manner
sich_vorstellen	imagine/v/(transitive)_to_form_a_mental_image_of_something
siebenbürgen	transylvania/n/transylvania
sieben	sift/v/to_sieve_or_strain_(something)
siebenundachtzig	eighty-seven/n/87
siebzig	seventy
sieden	simmer/v/(intransitive)_to_cook_or_undergo_heating_slowly
sieglinde	notably_of_mother_of_siegfried_in_german_mythology
siehe_da	lo_and_behold/i/used_to_express_surprise
siglind	variant_of_sieglinde
silvester	new_year_eve
sims	ledge/n/of_rocks
sinnbildlich	figurative
sinn_des_lebens	mean_of_life/n/hypothetical_answer_to_life's_ultimate_questions
sintern	sinter/v/to_compact_and_heat_a_powder_to_form_a_solid_mass
sintflutartig	diluvial/a/relating_to_a_flood
sitzen	remain
skelett	skeleton/n/system_that_provides_support_to_an_organism
skeptisch	skeptical/a/related_to_skepticism
ski_laufen	ski/v/to_move_on_skis
sklaverei	slavery/n/condition_of_servitude_endured_by_a_slave
skopje	skopje/n/capital_of_macedonia
skorbut	scurvy
slowake	slovak
slowene	slovene
sms	text/n/a_brief_written_message_transmitted_between_mobile_phones
soba	soba/n/soba-a_japanese_buckwheat_noodle
so	as/r/to_such_an_extent_or_degree
s._o.	siehe_oben
sodomie	archaic
solange	meanwhile
solarkraftwerk	solar_power_station
solch	such
soldanelle	any_plant_of_genus_soldanella
solidarisch	solidary
sommerzeit	daylight_save_time/n/an_adjustment_of_the_official_time_during_summer
sonde	probe
sonja	sonya/n/female_given_name
sonnenblume	sunflower/n/flower
sonnenblume	sunflower
sonnencreme	sunscreen
sonnenenergie	solar_energy/n/energy_from_the_sun
sonnenenergie	solar_energy
sonntagsfahrer	sunday_driver/n/one_who_drives_slowly
sowjetrepublik	soviet_socialist_republic/n/any_of_the_republics_belonging_to_the_former_soviet_union
sozial	social
sozialist	socialist
sozialpsychologie	social_psychology
soziologie	sociology/n/study_of_society,_human_social_interactions,_etc
spaltbar	divisible
spannung	suspense/n/unpleasant_emotion_of_anxiety_or_apprehension
spannung	voltage
spannungsbogen	parallel_development
sparschwein	piggy_bank
spaßbremse	killjoy/n/someone_who_takes_the_fun_out_of_a_situation_or_activity
spaß	fun
spatz	mostly_use_towards_child
spazieren	take_stroll
specht	pecker
speichellecker	sycophant
speiseröhre	oesophagus
speispinne	spit_spider
spendieren	shout/v/to_buy_food_or_drinks_for_others
sperrklinke	ratchet/n/pawl,_click_or_detent_for_a_ratchet_wheel
speziesismus	speciesism
spickzettel	crib/n/notes_concealed_by_a_student_to_aid_him/her_in_test_or_examination
spielen	play/v/act_in_a_performance
spieß	rank_in_german_military
spießig	bourgeois/a/conventional,_conservative_and_materialistic
spind	locker
spitze	top
spitzer	sharpener
spitzkiel	locoweed/n/plant_of_genus_''oxytropis''
splitter	sliver/n/a_long_piece_cut_or_rent_off
sport-bh	sport_bra/n/bra_worn_when_playing_various_sports
sport	sport/n/any_athletic_activity_that_uses_physical_skills
spotten	jeer/v/to_scoff_or_mock
sprache	language/n/computer_language
sprache	language/n/system_of_communication_using_words_or_symbols
sprache	language/n/the_ability_to_communicate_using_words
sprengfalle	booby_trap
spröde	brittle
sprossung	proliferation/n/the_process_by_which_an_organism_produces_others_of_its_kind
sprungbrett	springboard
sprungwurf	jump_shoot
spülen	wash
spülkasten	cistern/n/a_flush_toilet's_container
spülmittel	scavenger/n/substance_to_remove_impurities
spürbar	noticeable
spur	lane/n/division_of_roadway
spurenelement	trace_element/n/chemical_element_in_an_organism's_diet
spurt	sprint
staatsanwalt	prosecutor
staatsführung	governance
staatsstreich	coup_d/n/the_sudden_overthrow_of_a_government_by_a_small_group_of_people
stab	crew/n/group_of_people_working_on_common_task
stabilisator	stabilizer/n/substance_added_to_something_in_order_to_stabilize_it
stachelig	thorny
stahlhelm	bund_d_frontsoldaten
stahlwerk	steelworks/n/place_where_steel_is_manufactured_and/or_shaped
stammen	descend
standardisieren	standardise/v/to_establish_a_standard
standardisierung	standardization/n/process_of_establishing_a_standard
standardisierung	standardization
ständig	continuously/r/without_pause
standort	place
stange	small_straight_glass_for_beer
star	cataract
stärke	strength/n/quality_of_being_strong
starker_tobak	strong_stuff
station	ward/n/hospital_room
statt	instead_of
stechen	bite
stecken	stick
stefanie	alternative_spell_of_stephanie
stehende_ovation	stand_ovation/n/enthusiastic_applause
steigen	rise
steigern	compare/v/to_form_the_three_degrees_of_comparison_of
steigern	increase
stein	kernel
stein	man/n/piece_in_board_games
steinfrucht	stone_fruit
steinmetz	stonemason
steiß	backside
stelze	wagtail
stempel	rubber_stamp
stempel	stamp
steppenfuchs	corsac_fox
steradiant	steradian/n/derived_unit_of_solid_angle
stern	star/n/luminous_celestial_body
sternhaufen	star_cluster/n/group_of_stars
sternwarte	astronomical_ground-based_observatory
stetig	continuous
steuererklärung	tax_return
steuern	steer
still	quietly
stimmung	tone/n/manner_in_which_speech_or_writing_is_expressed
stippvisite	fly_visit/n/very_short_visit
stirnklatsch	facepalm/n/bring_the_palm_of_the_hand_to_the_face
stochern	punt/v/propel_a_punt_with_a_pole
stocken	stagnate
stolz_wie_ein_pfau	proud_as_peacock/a/extremely_proud
stornieren	cancel
stoß	push
stößel	pestle/n/instrument_used_with_a_mortar_to_grind_things
stößel	tappet/n/lever_or_projection_intended_to_tap_or_touch_something
stoßen	hurt
stottern	stammer/n/involuntary_repetition
stottern	stutter
strabismus	strabismus/n/a_defect_of_vision
strafrechtlich	concern_or_accord_to_criminal_law
stramm	tight
strand	strand/n/beach
strang	thread
straßenkämpferin	streetfighter
strategie	strategy/n/art_of_using_similar_techniques_in_politics_or_business
strauben	funnel_cake/n/specialty_baked_good
streich	stroke
streichen	strike/v/to_delete
streifen	stripe
streng	strict/a/severe_in_discipline
strg	ctrl
striemen	lash_stroke
student	alumnus/n/a_student
studentenwohnheim	hall/n/a_building_providing_student_accommodation_at_a_university
studieren	peruse/v/to_examine_or_consider_with_care
stufe	stage
stufe	stair/n/single_step
stuhlgang_haben	or_to_be_able_to
sturm	storm/n/disturbed_state_of_the_atmosphere
stürmer	attacker
sturmgewehr	assault_rifle
sturm_im_wasserglas	storm_in_teacup
stürzen	overthrow/v/bring_about_downfall
stuttgart	stuttgart/n/a_city_in_germany
st._vincent_und_die_grenadinen	saint_vincent_and_grenadine/n/country_in_the_caribbean
suberin	suberin/n/waxy_material_found_in_the_cell_wall_of_corky_plants
substanz	substance
subversion	subversion/n/act_of_subverting_or_the_condition_of_being_subverted
süchtig_machend	addictive/a/causing_or_tending_to_cause_addiction
südchinesisches_meer	south_china_sea/n/pacific_ocean,_between_the_asian_mainland_and_taiwan,_borneo_and_the_philippines
südlich	southern/a/of_the_south
suggestion	suggestion/n/(psychology)_something_implied
sumerisch	sumerian/n/language
sünde	sin/n/misdeed
super	petrol_with_high_octane_number
superlativ	superlative/n/form_of_adjective_expressing_"most"
superstar	superstar/n/very_famous_person
suppenlöffel	soupspoon/n/spoon_for_eating_soup
suppenschildkröte	green_turtle
support_bieten	support/v/to_provide_help_regarding_something_sold
supraleiter	superconductor/n/a_substance
suspensorium	jockstrap
süß	sweet/a/having_a_taste_of_sugar
süßigkeit	sweetness/n/condition_of_being_sweet_or_sugary
süßstoff	sweetener
süßwasser	freshwater
synchronizität	synchronicity
synergetisch	synergetic
synkope	syncope/n/missed_beat_or_off-beat_stress
systematisch	systematic/a/methodical,_regular_and_orderly
szene	scene
tabuisieren	taboo/v/avoid
taff	tough
tagebau	open-pit_mine
tagelöhner	day_laborer
tag_für_tag	day_in_day_out/r/day_in,_day_out
talent	talent/n/marked_ability_or_skill
talg	tallow
talsohle	bottom_of_economic_recession
tangential	tangential/a/merely_touching
tank	tank/n/container
tarantel	spider_of_outdated_genus_tarentula
taschenmesser	penknife/n/small_pocketknife
taschenrechner	electronic_calculator_that_fit_in_pocket
taschenrechner	hand-held_calculator
tastatur	keyboard/n/set_of_keys_used_to_operate_a_typewriter,_computer_etc
tastenbelegung	keyboard_layout
tasten	grope
tätigkeitsrausch	flow/n/being_at_one_with
tatjana	transliteration_of_russian_female_give_name
tauben	pigeon
taubheit	deafness/n/condition_of_being_deaf
tauchen	dive
taugen	be_fit
täuschung	delusion/n/that_which_is_falsely_or_delusively_believed_or_propagated
tautologie	tautology/n/in_logic
taxifahrerin	female_taxi_driver
taxin	taxine/n/alkaloid_extracted_from_yew_trees
taybeere	tayberry
technologisch	technological/a/technological
teich	pond
teil	portion/n/allocated_amount
teilchenphysik	particle_physic/n/particle_physics
telefonbuch	telephone_directory/n/a_listing_of_telephone_subscribers
telefonbuch	telephone_directory
telegen	telegenic/a/having_an_appearance_and_exhibiting_qualities_attractive_to_television_viewers
telegramm	telegram/n/message_sent_by_telegraph
terrorisieren	terrorize
tertiär	tertiary
teufel	devil/n/wicked_or_naughty_person
thailändisch	thai
thal	name_of_several_location
theodizee	theodicy
theodor	cognate_to_theodore
theorie	theory/n/a_coherent_set_of_statements_attempting_to_explain_observed_phenomena
thermodynamisch	thermodynamic
thermoelektrisch	thermoelectric
thermoelektrizität	thermoelectricity
thermotropismus	thermotropism/n/thermotropic_movement_of_a_plant_or_plant_part
they're	redirect_they
thomas	thomas/n/surname
thorsten	alternative_spell_of_torsten
tianjin	tianjin/n/a_city_of_china
tiefdruckgebiet	low_pressure_area
tierkreis	zodiac
tierkreiszeichen	zodiac_sign
tilde	tilde/n/key
tippfehler	typo/n/error
tirade	tirade/n/long,_angry_or_violent_speech
tirolerisch	tyrolean/a/of_or_relating_to_tyrol
titoismus	titoism/n/socialist_ideology
tja	oh_well
tod	death/n/cessation_of_life
toleranz	tolerance
toll	crazy
ton	clay
tontaube	clay_pigeon
torben	recently_borrow_from
torte	cake
tourismus	tourism/n/the_act_of_travelling_or_sightseeing
tournee	tour
tower	tower_of_london
tragisch	tragic
tramper	hitchhiker
tränen	water
transkription	transcription/n/in_linguistics
transportabel	transportable/a/capable_of_being_transported
trauen	marry
träumen	dream/v/to_hope,_to_wish
träumer	dreamer
traurigkeit	sadness/n/state/emotion
trecker	tractor
treiben	float/v/move_in_a_particular_direction_with_the_liquid_in_which_one_is_floating
treibhaus	greenhouse
trenchcoat	trench_coat/n/military-style_raincoat
trend	trend/n/a_fad
treppe	stair/n/contiguous_set_of_steps
treppenwitz	l_de_l/n/to_think_of_a_retort_too_late
tresor	safe/n/box_in_which_valuables_can_be_locked_for_safekeeping
tribunal	especially_one_set_up_to_hold_trial_against_certain_crime_or_group_of_crime
trichter	funnel/n/utensil_used_to_guide_poured_liquids
triole	triplet/n/group_of_three_notes_played_in_place_of_two
trittbrett	footboard
trödelei	dalliance/n/a_wasting_of_time_in_idleness_or_trifles
troposphäre	troposphere
trubel	confusion
trüffel	truffle/n/tuber
truppe	troupe/n/any_group_of_people
truppen	troop/n/military_personnel_in_uniform
tscheche	czech/n/person
tschita	chita/n/city_in_russia
tschuwaschien	chuvashia/n/federal_subject_of_russia
t-suain	redirect_suain
tumult	pandemonium/n/an_outburst
tun	do/v/in_questions
tunesien	tunisia/n/republic_of_tunisia
turbidit	turbidite/n/sedimentary_deposit_formed_by_a_turbidity_current
turbulenz	turbulence
türkentaube	collar_dove
türkische_wurst	with_garlic_and_cumin
tyrannisieren	bully/v/act_aggressively_towards
tyrannisieren	tyrannize/v/to_oppress_someone
tyrrhenisches_meer	tyrrhenian_sea
übelkeit	sickness/n/nausea
über_alles	above_all
überarbeiten	overwork/v/to_work_too_hard
überbevölkerung	overpopulation/n/when_the_number_of_occupants_of_an_area_exceeds_the_ability_of_that_area_to_provide_for_the_occupants
über	above/p/more
über_die_stränge_schlagen	kick_over_trace
überfallen	attack
überfamilie	superfamily/n/taxonomic_category
übergehen	ignore
über_geschmack_lässt_sich_nicht_streiten	there_no_account_for_taste/n/people's_tastes_differ
überhaupt	at_all/r/at_all
überläufer	defector/n/one_who_defects
übernachtung	night/n/night_spent_at_a_hotel
überqueren	cross_or_traverse
überschätzt	overrate/a/rated_too_highly
überschreiten	exceed
überschuh	galosh
übersichtlich	small
übertreffen	outdo/v/to_go_beyond
übertreiben	exaggerate/v/to_overstate,_to_describe_more_than_is_fact
überwiegend	prevalent
übrig	leave/v/remaining
udische_sprache	udi/n/language
udssr	ussr/n/union_of_soviet_socialist_republics
uecker	river_in_north-eastern_szczecin_lagoon
ufologe	ufologist
uhr	clock/n/instrument_to_measure_or_keep_track_of_time
uhu	glue_brand_name
umbrien	umbria/n/region_of_italy
umfang	circumference/n/length_of_such_line
umfang	perimeter/n/length_of_such_a_boundary
umgangssprache	colloquial_language
umkehren	turn_around
umlaufen	run_around_something
umlaut	umlaut/n/partial_assimilation_of_a_vowel
umschlag	turnover
umschreiben	paraphrase/v/to_compose_a_paraphrase
umsonst	free_of_charge
umziehen	relocate/v/to_move_(something)_from_one_place_to_another
unabhängigkeitserklärung	declaration_of_independence
unaussprechlich	unpronounceable
unausweichlich	inescapable/a/cannot_be_avoided
unbedingt	absolutely
unbeschränkt	unlimited/a/limitless_or_without_bounds
unbeständig	fickle/a/quick_to_change_one's_opinion_or_allegiance
unecht	apocryphal/a/of_doubtful_authenticity
unehrlich	dishonest
unfall	accident
ungar	not_suit_for_agriculture
ungefähr	approximately
ungeheuer	enormous
ungenau	imprecise/a/not_precise_or_exact
ungenauigkeit	inaccuracy/n/inaccurate_statement
ungeziefer	dirt
ungezogen	brash/a/impudent_or_shameless
unglaublich	unbelievably/r/in_a_manner_one_does_not_believe
ungünstig	inauspicious/a/boding_ill
union_der_sozialistischen_sowjetrepubliken	union_of_soviet_socialist_republic
unkritisch	not_critical
unlängst	recently
unnützlich	vain/a/pointless,_futile
unpersönlich	impersonal/a/lacking_warmth_or_emotion
unpolitisch	apolitical
unregelmäßigkeit	anomaly
unruhig	anxious
unsportlich	not_good_at_sport
unten	downstairs/r/downstairs_(adverb)
unterarm	forearm
unter	below
unter	depose/v/to_give_evidence_or_testimony
unterhalten	chat/v/talk_more_than_a_few_words
unterhaltsam	entertain
unternehmen_eiche	mussolini_by_german_special_force_in_world_war_ii
untersuchungshaft	remand
unterteilen	divide
unüberbrückbar	irreconcilable
ununterbrochen	nonstop/a/without_stopping
unverdünnt	straight/a/undiluted
unvermeidbar	unavoidable
unvorhersehbarkeit	unpredictability
unwahrheit	untruth/n/lie_or_falsehood
unwirsch	harsh/a/severe_or_cruel
unwissenschaftlich	unscientific
unwürdig	undeserving/a/considered_unworthy_of_reward
unzertrennlicher	lovebird/n/''agapornis''
unzuverlässig	unreliable
unzuverlässig	untrustworthy/a/not_deserving_of_trust
üppig	opulent
uralt	ancient/a/having_lasted_from_a_remote_period
urbanisierung	urbanization/n/change_in_region
urinstein	urine_scale
urknall	big_bang/n/cosmic_event
urkunde	certificate
ursache	cause/n/source_or_reason_of_an_event_or_action
urteil	judgement
valentinstag	saint_valentine_day/n/saint_valentine's_day
valentinstag	valentine_day/n/saint_valentine's_day
vampirin	vampire/n/female_vampire
vandalismus	vandalism/n/needless_damage_or_destruction_of_property
vedisch	vedic_sanskrit/n/language
vegetarismus	vegetarianism
verallgemeinern	generalize
verantwortlich	responsible
verantwortlichkeit	responsibility
verantwortung	responsibility
verband	unit
verbessern	improve/v/to_make_something_better
verbindlichkeit	commitment/n/promise_or_agreement_to_do_something_in_the_future
verbindung	compound
verboten	forbid
verbrauch	usage
verbrauchsmusik	write_to_be_use_and_discard_quickly
verdacht	suspicion/n/slight_indication
verderben	perish
verdichten	densify
verdinglichen	reify/v/to_regard_something_abstract_as_if_it_were_a_concrete_material_thing
verehren	worship/v/to_honor_and_adore,_especially_as_a_deity
verehrung	adoration
vereinigte_staaten	unite_state
verelenden	immiserate/v/impoverish
verflixt	bloom/a/euphemism_for_"bloody"
verfügbar	available/a/capable_of_being_used
verfügung	decree
verführer	seducer/n/someone_who_seduces,_especially_a_man_who_seduces_a_woman
verführerisch	tempt/a/attractive,_appealing,_enticing
vergangen	past/a/having_already_happened
vergänglich	transitory
vergissmeinnicht	forget-me-not/n/plant_of_the_genus_myosotis
vergissmeinnicht	forget-me-not
vergütung	consideration/n/a_recompense_for_something_done
verhältnis	relationship
verhandlungsbasis	basis_for_negotiation
verhüllen	veil
verjüngen	narrow
verkacken	mess_up_something
verkapseln	encapsulate
verkäufer	shop_assistant/n/shop_employee
verkäuflich	for_sale
verkörperung	embodiment/n/entity_typifying_an_abstraction
verlagerung	relocation
verlängern	lengthen/v/to_make_longer
verlängerungskabel	extension_cord/n/an_electrical_cord
verlassen	relinquish/v/to_give_up,_abandon
verlegen	deteriorate
verleiden	put_someone_off_something
verleihen	vest
verletzen	hurt
verletzlich	vulnerable/a/exposed_to_attack
verletzt	injure
verleumdung	calumny
vermeiden	avoid/v/to_keep_away_from
vermieten	rent
vermutlich	presumable
vermutlich	presumably
vernetzen	network
vernünftig	reasonable/a/just
vernünftig	reasonable/a/satisfactory
verpfändung	hypothecation/n/the_use_of_property_as_security_for_a_loan
verprügeln	bash
verrat	betrayal/n/act_of_betraying
verräter	traitor/n/a_betrayer
verrückt	crazy/a/out_of_control
versagen	fail
versammlung	diet/n/council_of_leaders
versäumen	not_do_something_important
verschlingen	devour/v/to_eat_greedily
verschwinden	exit/v/leave
verschwommen	vague
versetzen	put
versprechen	expect
verstand	reason/n/faculty_of_capacity_of_the_human_mind
verstärkung	amplification/n/in_physics
verstärkung	reinforcement/n/thing_that_reinforces
versteinern	petrify/v/to_harden_organic_matter_by_depositing_dissolved_minerals
vertrag	acceptance/n/(commerce)_the_bill_itself_when_accepted
vertreiben	evict/v/to_expel
verunglimpfung	slander
verursachen	cause
vervollständigen	round_off
verwandlung	transformation
verwanzt	wire/a/equipped_with_hidden_electronic_eavesdropping_devices
verwechseln	mistake/v/to_take_one_thing_for_another
verwestlichung	westernization/n/assimilation_of_the_western_culture
verwirren	foul/v/to_entangle
verwüsten	devastate
verwüsten	waste/v/to_destroy
verwüstung	ravage
verzweifelt	desperate/a/filled_with_despair
vicenza	vicenza/n/province
vicomte	viscount/n/a_member_of_the_peerage_above_a_baron_but_below_a_count_or_earl
vieh	cattle/n/certain_other_livestock
vielen_dank	thank_you_very_much
vieles	lot/n/many_things
vier_uhr	four_o/n/the_start_of_the_fifth_hour
vierzehn	fourteen
vierzehntäglich	fortnightly/a/occurring_once_in_a_fortnight
vinaigrette	vinaigrette/n/a_russian_salad
violett	violet
virtualisieren	virtualize
virtuose	virtuoso/n/a_person_with_masterly_ability,_technique_or_style
visier	sight/n/device_used_in_aiming_a_firearm
visitenkarte	visit_card
vögeln	mate
vogelnest	nest/n/bird-built_structure
vogesen	vosges/n/mountain_range_in_france
völlig	complete
von_ganzem_herzen	wholeheartedly
von_gestern	born_yesterday
vor	in_front_of/p/at_or_near_the_front_part_of
vorfahre	forefather/n/ancestor
vorfreude	joyful_anticipation
vorgänger	predecessor/n/one_who_precedes
vorgeben	pretend
vorgestern	day_before_yesterday/r/day_before_yesterday_-_translation_entry
vorhaben	intend
vorkommen	happen
vorkommen	occur/v/to_be_present_or_found
vorsätzlich	intentional/a/done_with_intent
vorsehen	designate/v/to_indicate_or_set_apart_for_a_purpose_or_duty
vorspiel	foreplay/n/foreplay
vorsprung	prominence
vorstellen	introduce_oneself
vortragen	recite
vortragen	report
vulva	vulva/n/collectively_the_external_female_sexual_organs
vvk	vorverkauf
waagschale	scale
wabe	honeycomb/n/structure_of_cells_made_by_bees
wacholderbeere	juniper_berry/n/the_female_seed_cone_of_a_juniper
waffeleisen	waffle_iron
wahl	choice
wahl	election/n/process_of_choosing_a_new_leader_or_representatives
wählscheibe	dial
wahrnehmen	sense/v/use_biological_senses
wahrnehmung	perception/n/conscious_understanding_of_something
wahrscheinlich	probably
wahrscheinlichkeitstheorie	probability_theory/n/study_of_probability
walburga	variant_of_walpurga
wald	wood
waldkauz	tawny_owl/n/''strix_aluco''
waldmaus	wood_mouse/n/european_rodent
wallfahrt	pilgrimage
wallfahrten	go_on_pilgrimage
walpurgisnacht	walpurgis_night/n/walpurgis_night
walzenspinne	solifugid/n/spider
walzer	waltz/n/a_ballroom_dance
wandeln	wander
wanderung	hike/n/a_long_walk
wandlung	alteration
wandlungsfähig	versatile/a/changeable_or_inconstant
wanze	bedbug
warnen	warn
warzenkopf	bornean_bristlehead
waschbrett	washboard/n/board_to_do_laundry
wäsche	laundry/n/that_which_needs_to_be_laundered
was_für	what
wasser	aquatic/a/relating_to_water
wasserdicht	watertight/a/so_tightly_made_that_water_cannot_enter_or_escape
wasserdicht	watertight
wasserflugzeug	seaplane/n/an_aircraft
wasserlauf	watercourse/n/channel_through_which_water_flows
wassermühle	watermill/n/mill_powered_by_water
wasserscheu	aquaphobic
wasserzeichen	watermark
w	twenty-third_letter_of_german_alphabet
wechselvordruck	bill_form
wechselwirkung	interaction
weder_fisch_noch_fleisch	neither_fish_nor_fowl/n/something_not_fitting_into_any_established_group
weg	walk/n/distance_walked
wegen	after/p/as_a_result_of
wegge	roll
weh	pain
wehren	defend
wehrpflicht	conscription/n/involuntary_labor,_especially_military_service
weiblich	female/a/belonging_to_the_sex_with_larger,_fertilizable_gametes
weiblichkeit	femininity/n/femininity
weichei	softy
weichholz	softwood
weichtier	mollusc
weihen	consecrate
wein	wine/n/alcoholic_beverage_made_from_other_fruit_or_vegetables
weinen	cry/n/shedding_of_tears
weisheitszahn	wisdom_tooth
weißbüschelaffe	common_marmoset/n/new_world_monkey
weitermachen	go_on/v/continue
weiträumig	ample
welcome_newcomers	newcomer
welle	wave
weltanschauung	worldview
weltfrieden	universal_peace
weltkrieg	world_war/n/a_war_involving_the_major_nations_of_the_world
weltmeisterschaft	world_cup/n/event
weltpriester	secular_priest
weltraummüll	space_junk
weltraumschrott	space_debris/n/objects_in_orbit_without_useful_purpose
wendepunkt	turn_point
werbung	advert/n/an_advertisement
wermut	wormwood/n/''artemisia_absinthium''
west-flandern	west_flanders/n/belgian_province_in_flanders
westsahara	sahrawi/a/related_to_western_sahara
wetter	storm
wettervorhersage	forecast/n/weather_prediction
wettliste	book
wetzen	whet
wiburg	vyborg/n/city_in_russia
wichsen	wank
widerruf	revocation/n/action_of_revoking
widerrufen	cancel
widerrufen	revoke
widersprechen	contradict/v/deny_the_truth_of_statements_made_by_(a_person)
widerwillig	unwillingly
widerwort	rebuttal
wie_auch_immer	however/c/in_whatever_manner
wie	than
wiederbeleben	revive
wiedergeburt	reincarnation/n/rebirth_of_a_mental_capacity_in_a_physical_life_form
wiedersehen	reunion
wie_der_vater,_so_der_sohn	like_father
wiege	infancy
wiegen	chop
wieso	why
wild	savage/a/wild,_not_cultivated
wild	wild/a/not_domesticated_or_tamed
wildhüter	gamekeeper/n/person_employed_to_maintain_the_game
wildwasser	white_water
wimpernschlag	blink_of_eye
windhund	greyhound
windkraftwerk	wind_power_station
windolene	redirect_windex
winkerkrabbe	fiddler_crab/n/genus_of_crap
wirbel	vortex
wirtschaftlich	economical
wissenschaft	science
wissenschaftlichkeit	scientificity/n/quality_or_state_of_being_scientific
witz	joke
wofür	wherefore
woge	billow/n/large_wave
wogegen	against_which
wohl	probably
wohltäter	benefactor/n/on_who_gives_gifts_or_help
wohnung	apartment/n/domicile_occupying_part_of_a_building
wohnzimmer	live_room/n/room_in_a_private_house
wolf	grey_wolf/n/a_large_grey_wolf
wolff	spell_variant_of
wolfgang	traditionally_popular_in_germany_and_austria
wolke	cloud
wolle	wool/n/hair_of_sheep,_etc
woran	on_what
worauf	at_which
worauf	on_which
woraus	out_of_what
worterklärung	definition_of_word
wortwörtlich	word-for-word
wunderfitzig	curious
wunsch	wish/n/a_wish
wunschliste	wish_list/n/list_of_desired_things
wunschliste	wishlist
würfelnatter	dice_snake/n/natrix_tessellata
würgegriff	choke/n/type_of_hold_in_wrestling_etc
würzen	spice/v/to_add_spice_or_spices_to
würzig	spicy/a/containing_spice
wüst	waste/a/barren
wut	savageness
xylofon	xylophone
yaoundé	yaoundé/n/capital_of_cameroon
yucatán	yucatán/n/a_penisula_in_southeast_mexico
yucatán	yucatán/n/a_state_in_mexco
zacharias	zacharias/n/father_of_john_the_baptist
zähler	numerator
zahllos	countless
zahlreich	numerous/a/indefinitely_large_numerically
zahnärztlich	dental
zahnbelag	dental_plaque
zapfen	cone/n/fruit_of_conifers
zapfen	cone
zauberkünstler	magician
zaubern	do_magic
zauberstab	magic_wand/n/stick_or_staff_used_to_perform_magic
zebrastreifen	zebra_cross
zecke	tick/n/arthropod
zeichen	token
zeigen	show
zeitdilatation	time_dilation/n/slowing_of_the_passage_of_time_at_relativistic_speeds
zeitgenössisch	contemporary/a/modern
zeitpunkt	moment
zensur	censorship/n/use_of_state_or_group_power_to_control_freedom_of_expression
zentralafrikanische_republik	central_african_republic/n/country_in_central_africa
zentralbank	central_bank
zentrifuge	centrifuge
zenturie	century/n/roman_army_type_unit
zerstören	demolish
zertifikat	certificate/n/a_document_containing_a_certified_statement
ziegelstein	brick_use_in_masonry
ziel	aim/n/the_point_intended_to_be_hit
zigarette	cigarette/n/cigarette
zimperlich	prissy
zinseszins	compound_interest
zionist	zionist/n/advocate_of_zionism
zirbel	arolla_pine
zirpen	chirp
zitieren	quote
zitronenhai	lemon_shark/n/negaprion_brevirostris
zitronenverbene	lemon_verbena/n/shrub
zivilist	citizen/n/civilian
zölibat	celibacy/n/state_of_being_unmarried
zölibat	celibacy
zope	zope/n/fish
zuckerkrankheit	diabetes_mellitus/n/medical_disorder
zuckerkrankheit	diabetes
